id,video_path,frame_dir,seg_dir,ground_truth
25November_2011_Friday_tagesschau_default-10,video/test/25November_2011_Friday_tagesschau_default-10/25November_2011_Friday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25November_2011_Friday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/25November_2011_Friday_tagesschau_default-10,SUED SONNTAG OFT SONNE SONST REGION VIEL WOLKE ORT REGEN
25November_2011_Friday_tagesschau_default-4,video/test/25November_2011_Friday_tagesschau_default-4/25November_2011_Friday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25November_2011_Friday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/25November_2011_Friday_tagesschau_default-4,HEUTE NACHT WOLKE MEHR REGION KOMMEN BISSCHEN REGEN
25November_2011_Friday_tagesschau_default-9,video/test/25November_2011_Friday_tagesschau_default-9/25November_2011_Friday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25November_2011_Friday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/25November_2011_Friday_tagesschau_default-9,ZEHN ELF ZWISCHEN SONST REGION ZWEI ZWISCHEN NEUN
25October_2010_Monday_heute_default-9,video/test/25October_2010_Monday_heute_default-9/25October_2010_Monday_heute_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25October_2010_Monday_heute_default-9/1,CSLR-IIGA/segmentation/test/25October_2010_Monday_heute_default-9,DANN NEU WOLKE KOMMEN STROEMEN NACH MITTAG KOENNEN REGEN SCHON WIND KOMMEN __OFF__
25October_2010_Monday_tagesschau_default-21,video/test/25October_2010_Monday_tagesschau_default-21/25October_2010_Monday_tagesschau_default-21.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25October_2010_Monday_tagesschau_default-21/1,CSLR-IIGA/segmentation/test/25October_2010_Monday_tagesschau_default-21,__ON__ DONNERSTAG NORDWEST REGEN REGION SONNE WOLKE WECHSELHAFT DANN FREITAG AEHNLICH WETTER __OFF__
25October_2010_Monday_tagesschau_default-6,video/test/25October_2010_Monday_tagesschau_default-6/25October_2010_Monday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25October_2010_Monday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/25October_2010_Monday_tagesschau_default-6,__ON__ REGEN SCHNEE REGION VERSCHWINDEN NORD REGEN KOENNEN REGION STERN KOENNEN SEHEN __OFF__
25October_2010_Monday_tagesschau_default-8,video/test/25October_2010_Monday_tagesschau_default-8/25October_2010_Monday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25October_2010_Monday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/25October_2010_Monday_tagesschau_default-8,__ON__ TAG MISCHUNG SONNE WOLKE KOENNEN NEBEL SUEDOST SUED NORD HABEN SCHAUER KOENNEN
25September_2010_Saturday_tagesschau_default-10,video/test/25September_2010_Saturday_tagesschau_default-10/25September_2010_Saturday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25September_2010_Saturday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/25September_2010_Saturday_tagesschau_default-10,MONTAG HEFTIG REGEN NORDOST REGEN AUCH DAZU WIND REGION
25September_2010_Saturday_tagesschau_default-4,video/test/25September_2010_Saturday_tagesschau_default-4/25September_2010_Saturday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/25September_2010_Saturday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/25September_2010_Saturday_tagesschau_default-4,__ON__ DESWEGEN UNWETTER MEISTENS VERBREITEN NACHT ZONE REGION WECHSELHAFT WOLKE
26April_2010_Monday_tagesschau_default-6,video/test/26April_2010_Monday_tagesschau_default-6/26April_2010_Monday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26April_2010_Monday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/26April_2010_Monday_tagesschau_default-6,__ON__ NORD REGEN NACHT VERSCHWINDEN ALPEN REGEN KOENNEN IX NEBEL __OFF__
26August_2009_Wednesday_heute_default-3,video/test/26August_2009_Wednesday_heute_default-3/26August_2009_Wednesday_heute_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26August_2009_Wednesday_heute_default-3/1,CSLR-IIGA/segmentation/test/26August_2009_Wednesday_heute_default-3,ABER NORD BISSCHEN KUEHL FUENFZEHN BIS ZWANZIG GRAD __OFF__
26August_2009_Wednesday_tagesschau_default-0,video/test/26August_2009_Wednesday_tagesschau_default-0/26August_2009_Wednesday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26August_2009_Wednesday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/26August_2009_Wednesday_tagesschau_default-0,__ON__ MORGEN WETTER WIE-AUSSEHEN DONNERSTAG SIEBEN ZWANZIG AUGUST __OFF__
26August_2009_Wednesday_tagesschau_default-15,video/test/26August_2009_Wednesday_tagesschau_default-15/26August_2009_Wednesday_tagesschau_default-15.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26August_2009_Wednesday_tagesschau_default-15/1,CSLR-IIGA/segmentation/test/26August_2009_Wednesday_tagesschau_default-15,__ON__ SAMSTAG KUEHL WENIGER NORD STARK WIND AB SONNTAG TEMPERATUR STEIGEN SONNE LANG __OFF__
26January_2010_Tuesday_heute_default-8,video/test/26January_2010_Tuesday_heute_default-8/26January_2010_Tuesday_heute_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26January_2010_Tuesday_heute_default-8/1,CSLR-IIGA/segmentation/test/26January_2010_Tuesday_heute_default-8,IM-VERLAUF BLEIBEN KALT ENORM  SCHNEE KOENNEN  WOCHENENDE IX MEHR KALT  __OFF__
26January_2010_Tuesday_tagesschau_default-0,video/test/26January_2010_Tuesday_tagesschau_default-0/26January_2010_Tuesday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26January_2010_Tuesday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/26January_2010_Tuesday_tagesschau_default-0,__ON__ HEUTE WETTER MORGEN MITTWOCH SIEBEN ZWANZIG JANUAR __OFF__
26July_2010_Monday_tagesschau_default-8,video/test/26July_2010_Monday_tagesschau_default-8/26July_2010_Monday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26July_2010_Monday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/26July_2010_Monday_tagesschau_default-8,MITTWOCH NORDWEST KOMMEN REGEN SCHAUER TEIL GEWITTER
26July_2010_Monday_tagesschau_default-9,video/test/26July_2010_Monday_tagesschau_default-9/26July_2010_Monday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26July_2010_Monday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/26July_2010_Monday_tagesschau_default-9,IN-PAAR-TAG BLEIBEN SO WECHSELHAFT SOMMER TEMPERATUR SELTEN __OFF__
26June_2010_Saturday_tagesschau_default-7,video/test/26June_2010_Saturday_tagesschau_default-7/26June_2010_Saturday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26June_2010_Saturday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/26June_2010_Saturday_tagesschau_default-7,__ON__ REGION TAGSUEBER DANN WOLKE __OFF__ __ON__ DANN SUEDWEST GEWITTER KOENNEN __OFF__
26June_2010_Saturday_tagesschau_default-9,video/test/26June_2010_Saturday_tagesschau_default-9/26June_2010_Saturday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26June_2010_Saturday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/26June_2010_Saturday_tagesschau_default-9,__ON__ WIND SCHWACH __OFF__
26March_2011_Saturday_tagesschau_default-5,video/test/26March_2011_Saturday_tagesschau_default-5/26March_2011_Saturday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26March_2011_Saturday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/26March_2011_Saturday_tagesschau_default-5,__ON__ NACHT REGEN REGION B BAYERN REGION REGEN
26May_2010_Wednesday_heute_default-0,video/test/26May_2010_Wednesday_heute_default-0/26May_2010_Wednesday_heute_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26May_2010_Wednesday_heute_default-0/1,CSLR-IIGA/segmentation/test/26May_2010_Wednesday_heute_default-0,__ON__ LIEB ZUSCHAUER GUT ABEND HEUTE AUCH WETTER HEFTIG GEWITTER NACH MITTAG AUCH REGEN
26May_2011_Thursday_tagesschau_default-7,video/test/26May_2011_Thursday_tagesschau_default-7/26May_2011_Thursday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26May_2011_Thursday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/26May_2011_Thursday_tagesschau_default-7,SONST REGION MAL WOLKE MEHR WEHEN IX REGION SCHAUER KURZ GEWITTER
26October_2009_Monday_tagesschau_default-11,video/test/26October_2009_Monday_tagesschau_default-11/26October_2009_Monday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26October_2009_Monday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/26October_2009_Monday_tagesschau_default-11,NORDOST MEHR WOLKE REGEN FREITAG WENN NEBEN AUFLOESEN SONNE __OFF__
26October_2009_Monday_tagesschau_default-4,video/test/26October_2009_Monday_tagesschau_default-4/26October_2009_Monday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26October_2009_Monday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/26October_2009_Monday_tagesschau_default-4,__ON__ HEUTE NACHT UEBERWIEGEND REGION ORT REGEN
26September_2009_Saturday_tagesschau_default-4,video/test/26September_2009_Saturday_tagesschau_default-4/26September_2009_Saturday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26September_2009_Saturday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/26September_2009_Saturday_tagesschau_default-4,__ON__ SUED BISSCHEN SCHAUER MOEGLICH __OFF__
26September_2009_Saturday_tagesschau_default-6,video/test/26September_2009_Saturday_tagesschau_default-6/26September_2009_Saturday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26September_2009_Saturday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/26September_2009_Saturday_tagesschau_default-6,WENN NEBEL TAG AUFLOESEN SONNE SUED REGION REGEN IX BISSCHEN WOLKE
26September_2009_Saturday_tagesschau_default-7,video/test/26September_2009_Saturday_tagesschau_default-7/26September_2009_Saturday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/26September_2009_Saturday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/26September_2009_Saturday_tagesschau_default-7,NORD WIND SCHWACH MAESSIG IX WEHEN SONST REGION VERSCHIEDEN WEHEN
27April_2010_Tuesday_heute_default-1,video/test/27April_2010_Tuesday_heute_default-1/27April_2010_Tuesday_heute_default-1.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27April_2010_Tuesday_heute_default-1/1,CSLR-IIGA/segmentation/test/27April_2010_Tuesday_heute_default-1,SCHON MORGEN DREISSIG GRAD SUED FRANKREICH AUCH WARM HIER DEUTSCH LAND SCHON SUEDWEST FUENF ZWANZIG GRAD
27April_2010_Tuesday_heute_default-11,video/test/27April_2010_Tuesday_heute_default-11/27April_2010_Tuesday_heute_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27April_2010_Tuesday_heute_default-11/1,CSLR-IIGA/segmentation/test/27April_2010_Tuesday_heute_default-11,__ON__ DONNERSTAG MEHR SCHOEN MEHR WARM NACH MITTAG ABEND BISSCHEN REGEN NORD WEST DANN FREITAG KOMMEN
27August_2009_Thursday_tagesschau_default-0,video/test/27August_2009_Thursday_tagesschau_default-0/27August_2009_Thursday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27August_2009_Thursday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/27August_2009_Thursday_tagesschau_default-0,__ON__ MORGEN WETTER WIE-AUSSEHEN FREITAG ACHT ZWANZIG AUGUST __OFF__
27August_2009_Thursday_tagesschau_default-2,video/test/27August_2009_Thursday_tagesschau_default-2/27August_2009_Thursday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27August_2009_Thursday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/27August_2009_Thursday_tagesschau_default-2,__ON__ SCHOTTLAND WOLKE TIEF NORWEGEN WOLKE NAEHE DEUTSCH LAND KUEHL KOMMEN __OFF__
27August_2010_Friday_tagesschau_default-14,video/test/27August_2010_Friday_tagesschau_default-14/27August_2010_Friday_tagesschau_default-14.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27August_2010_Friday_tagesschau_default-14/1,CSLR-IIGA/segmentation/test/27August_2010_Friday_tagesschau_default-14,__ON__ SONNTAG MONTAG  BLEIBEN SO MEHR KUEHL  AUCH WECHSELHAFT
27August_2010_Friday_tagesschau_default-6,video/test/27August_2010_Friday_tagesschau_default-6/27August_2010_Friday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27August_2010_Friday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/27August_2010_Friday_tagesschau_default-6,AUCH WOLKE TRUEB REGEN KOENNEN HAUPTSAECHLICH NORDWEST GEWITTER DABEI __OFF__
27June_2010_Sunday_tagesschau_default-9,video/test/27June_2010_Sunday_tagesschau_default-9/27June_2010_Sunday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27June_2010_Sunday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/27June_2010_Sunday_tagesschau_default-9,MORGEN TEMPERATUR ZWEIZWANZIG GRAD NORD SEE IX ZWEIDREISSIG GRAD FLUSS
27June_2011_Monday_heute_default-4,video/test/27June_2011_Monday_heute_default-4/27June_2011_Monday_heute_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27June_2011_Monday_heute_default-4/1,CSLR-IIGA/segmentation/test/27June_2011_Monday_heute_default-4,__ON__ WEST WARM ZWANZIG GRAD OST BESTE SCHLAF FUENF BIS VIERZEHN GRAD __OFF__
27June_2011_Monday_heute_default-5,video/test/27June_2011_Monday_heute_default-5/27June_2011_Monday_heute_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27June_2011_Monday_heute_default-5/1,CSLR-IIGA/segmentation/test/27June_2011_Monday_heute_default-5,__ON__ DANN MORGEN TAGSUEBER DANN OST DREIDREISSIG GRAD SEIN ANGENEHM IX SONST
27May_2010_Thursday_heute_default-11,video/test/27May_2010_Thursday_heute_default-11/27May_2010_Thursday_heute_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27May_2010_Thursday_heute_default-11/1,CSLR-IIGA/segmentation/test/27May_2010_Thursday_heute_default-11,SUED SCHON NAECHSTE SONNTAG WIEDER SCHLECHTER WECHSELHAFT
27May_2010_Thursday_heute_default-2,video/test/27May_2010_Thursday_heute_default-2/27May_2010_Thursday_heute_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27May_2010_Thursday_heute_default-2/1,CSLR-IIGA/segmentation/test/27May_2010_Thursday_heute_default-2,SAMSTAG IN-KOMMEND NUR BISSCHEN SCHAUER KOMMEN DANN BESSER HEUTE NACHT BESONDERS REGEN WEST SCHAUER
27May_2010_Thursday_tagesschau_default-14,video/test/27May_2010_Thursday_tagesschau_default-14/27May_2010_Thursday_tagesschau_default-14.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27May_2010_Thursday_tagesschau_default-14/1,CSLR-IIGA/segmentation/test/27May_2010_Thursday_tagesschau_default-14,SONNTAG WECHSELHAFT TEIL UEBERWIEGEND REGEN AUCH DABEI GEWITTER
27May_2011_Friday_tagesschau_default-12,video/test/27May_2011_Friday_tagesschau_default-12/27May_2011_Friday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27May_2011_Friday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/27May_2011_Friday_tagesschau_default-12,MORGEN NORDOST FUENFZEHN GRAD FLUSS DREI ZWANZIG GRAD __OFF__
27November_2009_Friday_tagesschau_default-9,video/test/27November_2009_Friday_tagesschau_default-9/27November_2009_Friday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27November_2009_Friday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/27November_2009_Friday_tagesschau_default-9,MONTAG WOLKE MAL REGEN MEER SCHNEE SCHNEIEN DANN ALPEN REGEN SCHNEE SCHNEIEN DIENSTAG WECHSELHAFT  __OFF__
27November_2011_Sunday_tagesschau_default-0,video/test/27November_2011_Sunday_tagesschau_default-0/27November_2011_Sunday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27November_2011_Sunday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/27November_2011_Sunday_tagesschau_default-0,__ON__ JETZT INFORMIEREN WETTER MORGEN MONTAG ACHT ZWANZIG NOVEMBER __OFF__
27November_2011_Sunday_tagesschau_default-10,video/test/27November_2011_Sunday_tagesschau_default-10/27November_2011_Sunday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27November_2011_Sunday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/27November_2011_Sunday_tagesschau_default-10,MORGEN SUED DAUER NEBEL NUR ZWEI MAXIMAL ELF
27October_2009_Tuesday_tagesschau_default-0,video/test/27October_2009_Tuesday_tagesschau_default-0/27October_2009_Tuesday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/27October_2009_Tuesday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/27October_2009_Tuesday_tagesschau_default-0,__ON__ JETZT WETTER WIE-AUSSEHEN MONTAG MORGEN MITTWOCH ACHT ZWANZIG OKTOBER __OFF__
28August_2009_Friday_tagesschau_default-11,video/test/28August_2009_Friday_tagesschau_default-11/28August_2009_Friday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28August_2009_Friday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/28August_2009_Friday_tagesschau_default-11,DIENSTAG ABEND IX WOLKE SCHAUER GEWITTER __OFF__
28August_2009_Friday_tagesschau_default-7,video/test/28August_2009_Friday_tagesschau_default-7/28August_2009_Friday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28August_2009_Friday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/28August_2009_Friday_tagesschau_default-7,__ON__ WIND MAESSIG IX STARK IX WEHEN IX AUCH STURM
28August_2009_Friday_tagesschau_default-8,video/test/28August_2009_Friday_tagesschau_default-8/28August_2009_Friday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28August_2009_Friday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/28August_2009_Friday_tagesschau_default-8,HEUTE RHEIN NACHT ACHT GRAD L IX SECHSZEHN X MORGEN ZWEIZWANZIG GRAD NORD NUR SECHSZEHN GRAD
28August_2009_Friday_tagesschau_default-9,video/test/28August_2009_Friday_tagesschau_default-9/28August_2009_Friday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28August_2009_Friday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/28August_2009_Friday_tagesschau_default-9,SONNTAG NORD WOLKE IX SCHAUER SONST REGION VIEL SONNE
28December_2011_Wednesday_tagesschau_default-6,video/test/28December_2011_Wednesday_tagesschau_default-6/28December_2011_Wednesday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28December_2011_Wednesday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/28December_2011_Wednesday_tagesschau_default-6,IX NACHMITTAG KOMMEN REGEN VIERHUNDERT ACHTHUNDERT METER UEBER SCHNEE
28February_2011_Monday_tagesschau_default-12,video/test/28February_2011_Monday_tagesschau_default-12/28February_2011_Monday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28February_2011_Monday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/28February_2011_Monday_tagesschau_default-12,__ON__ RUEGEN EIN GRAD UND ZEHN GRAD REGION __OFF__
28February_2011_Monday_tagesschau_default-15,video/test/28February_2011_Monday_tagesschau_default-15/28February_2011_Monday_tagesschau_default-15.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28February_2011_Monday_tagesschau_default-15/1,CSLR-IIGA/segmentation/test/28February_2011_Monday_tagesschau_default-15,__ON__ TEMPERATUR WIE-IMMER __OFF__
28January_2010_Thursday_heute_default-0,video/test/28January_2010_Thursday_heute_default-0/28January_2010_Thursday_heute_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28January_2010_Thursday_heute_default-0/1,CSLR-IIGA/segmentation/test/28January_2010_Thursday_heute_default-0,__ON__ GUT ABEND LIEB DU ZUSCHAUER EIN-PAAR STUNDE NOCH FUENF ZENTIMETER HOEHE SCHNEE
28January_2013_Monday_heute_default-12,video/test/28January_2013_Monday_heute_default-12/28January_2013_Monday_heute_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28January_2013_Monday_heute_default-12/1,CSLR-IIGA/segmentation/test/28January_2013_Monday_heute_default-12,__ON__ TAG MILD __OFF__
28January_2013_Monday_heute_default-8,video/test/28January_2013_Monday_heute_default-8/28January_2013_Monday_heute_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28January_2013_Monday_heute_default-8/1,CSLR-IIGA/segmentation/test/28January_2013_Monday_heute_default-8,__ON__ WEST REGEN KOMMEN OST REGION ANFANG SCHNEE MITTE BERG AUCH __OFF__
28January_2013_Monday_heute_default-9,video/test/28January_2013_Monday_heute_default-9/28January_2013_Monday_heute_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28January_2013_Monday_heute_default-9/1,CSLR-IIGA/segmentation/test/28January_2013_Monday_heute_default-9,__ON__ STURM WEITER KRAEFTIG REGEN KOMMEN __OFF__
28January_2013_Monday_tagesschau_default-12,video/test/28January_2013_Monday_tagesschau_default-12/28January_2013_Monday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28January_2013_Monday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/28January_2013_Monday_tagesschau_default-12,__ON__ WIND HEUTE NACHT WEHEN NORD STURM KOENNEN STURM BERG STURM ORKAN __OFF__
28July_2010_Wednesday_tagesschau_default-15,video/test/28July_2010_Wednesday_tagesschau_default-15/28July_2010_Wednesday_tagesschau_default-15.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28July_2010_Wednesday_tagesschau_default-15/1,CSLR-IIGA/segmentation/test/28July_2010_Wednesday_tagesschau_default-15,__ON__ SAMSTAG MEHR FREUNDLICH TROCKEN MEHR WARM SONNTAG REGION REGEN GEWITTER KOMMEN  __OFF__
28July_2010_Wednesday_tagesschau_default-7,video/test/28July_2010_Wednesday_tagesschau_default-7/28July_2010_Wednesday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28July_2010_Wednesday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/28July_2010_Wednesday_tagesschau_default-7,__ON__ MORGEN TATSAECHLICH REGEN GEWITTER KOENNEN __OFF__
28March_2011_Monday_tagesschau_default-5,video/test/28March_2011_Monday_tagesschau_default-5/28March_2011_Monday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28March_2011_Monday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/28March_2011_Monday_tagesschau_default-5,__ON__ SUED WOLKE KOMMEN BISSCHEN REGEN KOENNEN REGION KLAR  LOCKER WOLKE __OFF__
28March_2011_Monday_tagesschau_default-7,video/test/28March_2011_Monday_tagesschau_default-7/28March_2011_Monday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28March_2011_Monday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/28March_2011_Monday_tagesschau_default-7,__ON__ NORDWEST ZONE NEBEL AUFLOESEN MORGEN MEISTENS SONNE __OFF__
28May_2010_Friday_tagesschau_default-11,video/test/28May_2010_Friday_tagesschau_default-11/28May_2010_Friday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/28May_2010_Friday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/28May_2010_Friday_tagesschau_default-11,__ON__ HEUTE NACHT ELF GRAD SUED BAYERN EINS GRAD NORD __OFF__
